"Season","Team","G","AB","PA","AVG","ISO","WAR","Spd","Def"
"1991","Braves","2326","5456","6182",".258",".135","14.3","5.0","-62.3"
"1995","Padres","2016","4950","5527",".272",".125","10.0","4.7","-53.0"
"1973","Reds","2209","5505","6304",".254",".129","31.4","4.9","80.4"
"1963","Cardinals","2054","5665","6269",".272",".132","31.5","5.0","66.0"
"1973","Brewers","1709","5526","6227",".253",".135","20.0","4.6","-21.1"
"1993","Athletics","1706","5543","6295",".254",".140","14.9","4.3","-60.4"
"1987","Orioles","1693","5576","6185",".258",".160","14.0","3.6","-30.6"
"2005","Blue Jays","2281","5581","6233",".265",".142","19.1","4.6","13.6"
"2013","Orioles","2246","5620","6144",".260",".171","26.8","3.9","29.7"
"1942","Cubs","1794","5354","5988",".254",".099","19.4","4.0","9.4"
"1935","Phillies","1766","5442","5944",".269",".108","-2.2","4.0","-39.8"
"2002","Marlins","2319","5496","6263",".261",".142","19.1","4.9","1.7"
"2012","Diamondbacks","2213","5462","6150",".259",".159","20.7","4.6","36.0"
"1970","Pirates","2049","5633","6226",".270",".136","24.9","4.9","68.9"
"2003","Angels","2286","5487","6119",".268",".144","20.2","4.7","27.1"
"2005","Athletics","2164","5627","6275",".262",".145","23.0","3.3","13.7"
"1985","Athletics","1796","5581","6215",".264",".137","21.3","4.6","-28.1"
"1975","Yankees","1798","5415","6039",".264",".118","23.3","4.6","20.8"
"1975","Cubs","2108","5470","6323",".259",".109","8.2","4.1","-44.4"
"2006","Royals","2272","5589","6229",".271",".140","18.3","4.5","37.7"
"1982","Indians","1759","5559","6359",".262",".111","13.9","4.6","-39.0"
"2015","Yankees","2401","5567","6268",".251",".170","20.9","3.9","-35.1"
"1927","Braves","1816","5369","5940",".279",".084","7.4","4.9","-40.7"
"1997","Expos","2215","5526","6131",".258",".167","17.9","4.2","64.2"
"1986","Mariners","1653","5498","6187",".253",".145","4.1","4.3","-111.5"
"1961","Twins","2037","5417","6156",".250",".147","13.2","3.8","19.9"
"1963","Giants","2043","5579","6176",".258",".155","29.6","3.7","0.0"
"1991","Orioles","1854","5604","6257",".254",".147","22.3","3.6","14.6"
"2001","Marlins","2034","5542","6184",".264",".159","21.2","4.5","52.7"
"1918","Browns","1330","4018","4625",".259",".061","16.6","5.1","15.8"
"1961","Cardinals","2053","5300","5937",".271",".122","17.9","4.4","81.6"
"1986","Orioles","1806","5524","6203",".258",".137","17.1","3.4","-28.8"
"2013","Rangers","2321","5585","6196",".262",".150","21.6","4.8","18.3"
"1931","Pirates","1666","5356","5993",".266",".094","16.1","4.7","67.1"
"2003","Diamondbacks","2319","5570","6261",".263",".153","7.7","4.6","-6.9"
"2010","Royals","2190","5604","6209",".274",".126","10.4","4.4","-69.5"
"1989","Athletics","1747","5416","6110",".261",".120","27.4","4.7","-1.4"
"2014","Orioles","2294","5596","6130",".256",".166","28.7","3.6","41.9"
"1962","Phillies","2107","5417","6126",".260",".130","19.6","4.4","32.4"
"1970","Astros","2077","5574","6305",".259",".131","16.0","4.9","-24.1"
"1919","Reds","1423","4577","5214",".263",".079","26.1","6.1","57.8"
"1946","Pirates","1905","5197","5904",".250",".094","9.4","4.0","-10.0"
"1991","Reds","2195","5501","6134",".258",".145","23.4","4.6","26.2"
"2006","Mariners","2259","5670","6213",".272",".153","19.7","5.0","26.5"
"1996","Astros","2177","5508","6270",".262",".135","22.2","5.2","50.4"
"1996","Pirates","2279","5665","6336",".266",".141","10.6","4.9","-3.6"
"1944","Browns","1732","5269","5926",".252",".100","15.1","4.1","23.7"
"2002","Braves","2319","5495","6224",".260",".150","20.5","4.1","60.4"
"1991","Blue Jays","1753","5489","6167",".257",".143","19.8","5.2","3.0"
"1917","White Sox","1668","5056","5860",".253",".073","23.4","6.2","9.0"
"2006","Brewers","2206","5433","6130",".258",".162","15.9","3.9","47.7"
"1975","Rangers","1754","5599","6343",".256",".115","16.9","3.7","-31.8"
"1996","Royals","1753","5542","6229",".267",".132","6.4","5.4","-19.7"
"1977","Tigers","1674","5600","6173",".264",".146","13.4","4.1","-32.3"
"2003","Athletics","2197","5497","6189",".254",".162","12.7","3.9","-49.1"
"1966","Orioles","1966","5517","6182",".257",".151","30.8","3.9","53.0"
"2013","Cardinals","2341","5557","6202",".269",".133","21.3","3.8","-6.4"
"1972","Reds","1952","5241","6003",".251",".129","35.5","5.1","83.6"
"1995","Mets","1883","4956","5578",".267",".133","14.5","4.2","12.9"
"1990","Reds","2144","5524","6162",".265",".134","20.3","5.2","17.0"
"1948","Phillies","1773","5287","5826",".259",".109","9.5","4.1","-7.5"
"1962","Athletics","2060","5571","6296",".263",".123","14.0","5.0","38.1"
"1917","Giants","1719","5211","5787",".261",".082","33.5","5.7","76.6"
"2008","Astros","2312","5451","6051",".263",".152","23.7","4.4","90.4"
"2002","Reds","2353","5470","6254",".253",".155","16.6","4.3","36.4"
"1955","Cardinals","2021","5266","5855",".261",".138","13.1","3.8","51.2"
"1969","Senators","2227","5447","6196",".251",".128","26.6","3.8","66.7"
"1935","Reds","1792","5296","5798",".265",".113","13.4","4.9","11.0"
"2001","Dodgers","2084","5493","6169",".255",".170","18.2","4.4","9.0"
"1985","Angels","1836","5442","6263",".251",".135","21.8","4.4","16.5"
"1976","Royals","1913","5540","6199",".269",".103","25.3","5.8","17.8"
"1995","Dodgers","2032","4942","5544",".264",".136","18.2","5.0","11.1"
"1996","Cardinals","2258","5502","6177",".267",".140","24.8","5.0","121.8"
"2008","Blue Jays","2244","5503","6191",".264",".135","16.1","4.4","10.3"
"1973","Pirates","2101","5602","6161",".261",".144","21.5","3.4","13.4"
"1978","Phillies","2111","5448","6154",".258",".131","32.0","4.9","110.4"
"2015","Dodgers","2379","5385","6090",".250",".163","27.4","3.8","33.5"
"2007","Pirates","2304","5569","6214",".263",".149","12.5","4.2","16.8"
"1983","Twins","1659","5601","6171",".261",".140","14.7","4.0","-6.8"
"2011","Reds","2358","5612","6329",".256",".152","28.7","4.1","71.0"
"2010","Cardinals","2347","5542","6241",".263",".139","23.1","4.0","35.6"
"1987","Phillies","2289","5475","6190",".254",".157","19.6","4.9","57.9"
"1970","Athletics","2186","5376","6105",".249",".143","27.9","4.2","75.7"
"1994","Athletics","1290","3885","4396",".260",".140","11.6","4.5","12.2"
"1999","Padres","2305","5394","6136",".252",".141","17.6","4.7","61.1"
"1918","Red Sox","1265","3981","4606",".249",".078","22.4","5.4","53.5"
"1993","Red Sox","1830","5496","6196",".264",".131","17.1","4.1","50.8"
"2016","Nationals","2097","5491","6202",".256",".170","23.3","4.9","36.9"
"2011","Diamondbacks","2230","5421","6096",".250",".163","29.0","5.1","99.4"
"2006","Astros","2393","5521","6326",".255",".154","19.7","4.2","74.7"
"2012","White Sox","2277","5518","6111",".255",".167","19.0","4.7","-2.2"
"1949","Reds","1904","5469","5994",".260",".108","8.6","3.5","23.2"
"1986","Phillies","2119","5483","6229",".253",".147","20.9","5.2","20.0"
"1917","Reds","1676","5251","5728",".264",".090","21.7","6.2","-10.7"
"1996","Expos","2312","5502","6168",".262",".144","16.8","4.8","44.8"
"1916","White Sox","1730","5078","5805",".251",".088","23.0","6.7","42.2"
"2016","Diamondbacks","1999","5665","6260",".261",".171","16.0","5.9","-5.6"
"1958","Redlegs","2092","5273","5980",".258",".131","13.8","4.2","39.3"
"1973","Tigers","1769","5508","6135",".254",".136","13.9","3.1","-41.4"
"1973","Expos","2226","5358","6240",".250",".114","22.4","3.4","73.9"
"1969","Athletics","2125","5605","6394",".250",".127","29.5","4.5","75.1"
"1980","Angels","1721","5443","6134",".265",".114","10.4","4.2","-80.6"
"2008","Dodgers","2376","5506","6194",".264",".134","13.9","4.7","-9.8"
"1967","Red Sox","2070","5471","6149",".255",".140","27.3","4.2","67.8"
"1988","Mariners","1658","5436","6018",".257",".141","14.2","4.2","-33.9"
"1995","Royals","1720","4903","5528",".260",".136","11.0","5.0","22.9"
"1945","Senators","1686","5326","6007",".258",".076","19.8","5.1","26.2"
"1977","Orioles","1894","5494","6173",".261",".132","26.4","4.0","24.2"
"2001","Padres","2259","5482","6278",".252",".147","17.7","4.9","-7.1"
"1966","Tigers","2043","5507","6195",".251",".155","28.3","3.8","43.9"
"1998","Brewers","2277","5541","6232",".260",".136","16.5","3.7","55.2"
"1965","Braves","2139","5542","6077",".256",".160","31.7","4.1","69.4"
"2015","Red Sox","2268","5640","6237",".265",".149","18.8","4.3","-10.0"
"1983","Cardinals","2242","5550","6242",".270",".115","26.3","5.8","44.0"
"1979","Expos","2014","5465","6029",".264",".144","26.8","4.9","70.4"
"1981","Royals","1089","3560","3941",".267",".115","13.0","4.8","-8.5"
"1916","Indians","1762","5062","5850",".250",".082","16.1","5.7","21.9"
"1988","Mets","1963","5408","6105",".256",".140","29.9","4.6","7.6"
"2000","Devil Rays","1887","5505","6206",".257",".142","7.4","4.1","-2.5"
"1971","Giants","2069","5461","6258",".247",".131","26.8","4.7","30.9"
"2015","Rockies","2436","5572","6071",".265",".167","9.5","5.1","6.7"
"1990","Giants","2269","5573","6216",".262",".134","23.4","4.5","8.8"
"1970","Dodgers","2040","5606","6293",".270",".112","29.4","5.6","81.4"
"2003","Cubs","2285","5519","6187",".259",".157","16.8","4.0","50.9"
"1975","Giants","2037","5447","6186",".259",".106","13.1","4.5","-13.8"
"1947","Cubs","1890","5305","5857",".259",".102","10.6","3.4","27.5"
"2000","Padres","2168","5559","6290",".254",".148","15.3","5.0","31.0"
"2014","Angels","2468","5652","6284",".259",".147","30.0","4.4","3.6"
"1996","Mets","2235","5618","6220",".270",".143","25.2","5.0","120.2"
"2001","Phillies","2065","5481","6201",".260",".154","22.9","5.1","81.8"
"1918","Yankees","1360","4224","4783",".257",".073","16.2","5.0","27.7"
"1949","Cubs","1866","5212","5721",".256",".117","6.9","4.3","4.2"
"2001","Reds","2334","5579","6218",".262",".157","9.4","4.2","-7.2"
"2004","Marlins","2223","5486","6160",".264",".143","18.2","4.5","30.1"
"2015","Rangers","2358","5511","6187",".257",".156","22.4","4.7","4.4"
"1975","Orioles","1783","5474","6211",".252",".121","29.1","4.3","62.1"
"1919","Senators","1525","4756","5374",".260",".079","10.6","5.4","-29.1"
"1969","Cubs","2047","5522","6235",".253",".131","17.2","3.6","24.7"
"2009","Athletics","2306","5584","6247",".262",".135","15.5","4.7","-20.3"
"2009","Mets","2377","5453","6159",".270",".124","15.0","5.1","1.0"
"1974","Astros","2152","5474","6105",".263",".116","23.7","4.5","33.6"
"2000","Phillies","1954","5511","6273",".251",".148","11.8","4.8","51.5"
"1946","Phillies","1817","5232","5771",".258",".101","11.7","3.8","-4.3"
"1960","Orioles","2066","5170","5911",".253",".124","23.9","3.6","80.2"
"1971","Athletics","2014","5493","6189",".252",".132","32.8","3.8","79.6"
"1982","Expos","2039","5545","6208",".262",".134","28.2","5.2","37.0"
"1990","Indians","1684","5485","6087",".267",".124","17.9","4.9","-0.3"
"1961","Orioles","2065","5480","6210",".254",".136","24.7","3.7","90.5"
"1989","White Sox","1685","5504","6132",".271",".112","15.7","4.4","-49.5"
"2001","Brewers","2303","5488","6148",".251",".175","14.5","4.1","31.8"
"2002","Indians","2236","5423","6099",".249",".163","10.4","3.9","-50.4"
"2013","Blue Jays","2314","5537","6152",".252",".158","16.6","4.4","-46.6"
"1983","Angels","1717","5640","6294",".260",".132","12.0","3.2","-59.1"
"1981","Tigers","1235","3600","4109",".256",".111","19.2","4.3","47.3"
"1994","Cubs","1606","3918","4386",".259",".145","10.8","4.4","35.7"
"1990","Mariners","1824","5474","6207",".259",".114","20.7","4.0","31.2"
"1995","Giants","1992","4971","5603",".253",".151","25.4","5.3","112.3"
"1977","Indians","1728","5491","6204",".269",".112","14.3","4.1","-27.8"
"1929","Red Sox","1937","5158","5779",".267",".099","5.3","4.9","24.6"
"2004","Blue Jays","2194","5531","6178",".260",".143","12.7","4.0","26.4"
"1994","Marlins","1561","3926","4387",".266",".130","13.6","4.3","49.5"
"1945","White Sox","1602","5077","5661",".262",".075","14.5","4.6","8.7"
"2007","Diamondbacks","2305","5398","6101",".250",".163","10.0","5.1","34.1"
"1959","Yankees","1955","5379","5980",".260",".142","24.4","4.1","56.5"
"1958","Dodgers","2018","5173","5804",".251",".151","8.6","4.6","2.8"
"2006","Cubs","2399","5587","6147",".268",".154","13.7","5.0","65.3"
"1975","Cardinals","2107","5594","6206",".273",".103","18.3","4.8","1.2"
"2011","Orioles","2262","5585","6156",".257",".156","10.2","3.9","-63.0"
"2005","Mets","2213","5505","6146",".258",".158","18.1","5.1","13.2"
"2010","Giants","2354","5488","6143",".257",".151","26.3","3.9","94.2"
"2006","Giants","2313","5472","6136",".259",".163","15.7","4.7","73.5"
"1969","Tigers","1992","5438","6152",".242",".146","22.5","3.4","68.2"
"1933","Browns","1713","5274","5894",".253",".106","1.9","4.8","11.7"
"1959","Athletics","1941","5263","5884",".263",".127","13.2","3.9","8.2"
"2007","Padres","2334","5612","6326",".251",".160","15.8","4.0","-16.6"
"2002","Cubs","2294","5496","6244",".246",".167","17.2","4.1","27.5"
"1958","Pirates","1903","5240","5769",".264",".146","21.9","4.4","90.0"
"1983","Cubs","2244","5512","6132",".261",".141","15.3","4.6","7.8"
"1916","Robins","1657","5234","5833",".261",".084","24.6","6.0","29.4"
"1987","White Sox","1671","5538","6164",".258",".158","23.0","5.2","78.7"
"1997","Brewers","2085","5444","6097",".260",".138","13.2","4.4","32.0"
"1952","White Sox","1950","5314","6034",".252",".097","17.8","4.1","52.3"
"1983","Indians","1734","5476","6222",".265",".104","9.7","4.3","-71.9"
"1990","Rangers","2033","5469","6177",".259",".117","19.1","4.5","-1.8"
"1987","Angels","1765","5570","6301",".252",".148","19.3","4.8","19.4"
"1980","Reds","2063","5513","6206",".262",".124","24.4","5.3","41.0"
"1993","Reds","2223","5517","6164",".264",".132","13.5","4.9","-17.3"
"1980","Dodgers","2194","5561","6214",".262",".126","26.9","4.0","57.9"
"2011","Rays","2284","5436","6152",".244",".159","29.4","5.2","43.7"
"2011","Mets","2383","5600","6335",".264",".127","19.3","5.1","-39.9"
"1989","Orioles","1725","5440","6173",".252",".127","21.9","4.6","-3.6"
"1983","Royals","1736","5598","6083",".271",".126","15.1","5.9","-45.4"
"1948","Reds","1873","5118","5690",".247",".119","6.2","3.9","-3.3"
"1994","Padres","1609","4068","4519",".275",".126","2.4","4.3","-63.2"
"1992","Brewers","1644","5504","6183",".268",".107","19.5","5.5","-5.9"
"1984","Royals","1836","5543","6065",".268",".131","21.1","4.9","41.8"
"1961","Red Sox","1972","5508","6307",".254",".120","13.4","4.1","49.5"
"1995","Phillies","1910","4949","5612",".262",".122","14.9","4.3","41.6"
"1965","Twins","2171","5488","6213",".254",".144","32.0","4.9","106.1"
"1993","Angels","1706","5391","6089",".260",".120","6.7","4.5","-59.6"
"1992","Indians","1723","5620","6201",".266",".117","19.2","4.4","-0.6"
"1991","Mariners","1849","5494","6237",".255",".128","12.1","4.4","-53.4"
"2000","Brewers","2207","5563","6355",".246",".158","11.7","4.0","67.0"
"1992","Reds","2191","5460","6162",".260",".122","20.5","4.7","10.5"
"1978","Angels","1706","5472","6206",".259",".111","17.1","4.0","-45.7"
"2011","Blue Jays","2265","5559","6210",".249",".164","15.5","5.1","-42.2"
"1993","Twins","1742","5601","6209",".264",".121","5.5","4.0","-63.3"
"1984","Mariners","1829","5546","6216",".258",".126","9.1","4.4","-67.4"
"1957","Indians","1984","5171","5917",".252",".130","14.2","3.4","-11.5"
"1970","Cardinals","2160","5675","6362",".263",".116","11.2","5.1","-38.9"
"1987","Pirates","2190","5535","6224",".264",".138","26.6","5.0","114.4"
"1942","Indians","1859","5317","5931",".253",".092","20.2","4.2","60.8"
"2015","Diamondbacks","2393","5649","6276",".264",".150","24.3","5.3","53.8"
"1933","Indians","1678","5240","5806",".260",".100","7.0","4.6","40.7"
"1929","White Sox","1667","5244","5841",".268",".095","7.6","5.3","51.0"
"1937","Dodgers","1902","5285","5882",".265",".090","7.4","4.5","-7.8"
"2008","Reds","2392","5465","6188",".247",".161","10.2","3.9","5.0"
"1918","Tigers","1342","4262","4877",".249",".069","8.9","5.3","-50.9"
"1978","Indians","1787","5365","6013",".261",".118","13.5","3.9","-40.4"
"1981","Brewers","1130","3743","4152",".257",".134","14.9","3.9","-10.3"
"1974","Athletics","2001","5331","6048",".247",".127","26.0","5.1","16.0"
"1946","Indians","1824","5236","5850",".245",".111","15.4","4.0","26.6"
"1953","Athletics","1822","5455","6028",".256",".115","11.1","3.8","35.5"
"1960","Indians","1942","5296","5921",".267",".121","21.1","3.8","71.0"
"1971","Cubs","1925","5433","6126",".258",".120","13.1","3.5","-10.5"
"1990","Twins","1804","5499","6086",".265",".120","12.4","4.6","-25.0"
"1985","Cardinals","2121","5467","6182",".264",".114","34.3","6.6","93.0"
"1971","White Sox","2080","5382","6114",".250",".122","13.9","3.8","-16.7"
"1968","Reds","2123","5767","6286",".273",".116","27.1","3.7","-10.8"
"1962","White Sox","2071","5514","6297",".257",".116","19.7","4.6","63.9"
"1998","Royals","2001","5546","6191",".263",".136","7.3","5.1","-23.4"
"2005","Angels","2234","5624","6186",".270",".139","19.6","5.1","17.0"
"1917","Indians","1786","4994","5833",".245",".077","21.8","5.8","48.6"
"1988","Royals","1744","5469","6086",".259",".131","16.9","5.2","-34.0"
"1986","Athletics","1761","5435","6127",".252",".138","23.1","4.8","18.4"
"1998","Mets","2278","5510","6257",".259",".135","17.5","3.6","47.1"
"1957","Dodgers","1851","5241","5943",".253",".135","17.3","4.2","73.1"
"1960","Senators","2098","5243","5999",".245",".140","11.5","3.9","17.9"
"2016","Pirates","2269","5542","6261",".257",".144","18.6","4.6","-0.5"
"1927","Red Sox","1849","5204","5864",".259",".098","0.1","5.3","-5.0"
"2010","Marlins","2300","5531","6194",".254",".149","18.0","4.9","16.8"
"1958","Tigers","1917","5192","5803",".267",".123","19.4","4.0","56.0"
"1973","Indians","1701","5592","6178",".256",".132","9.3","3.6","-73.0"
"1954","Tigers","1898","5216","5845",".258",".108","14.7","3.7","48.5"
"1952","Browns","1990","5353","6001",".250",".105","9.7","3.4","28.2"
"1973","Yankees","1666","5492","6064",".261",".116","20.4","2.9","-6.9"
"2015","Giants","2342","5565","6153",".267",".139","31.1","4.7","67.6"
"2005","Padres","2380","5502","6271",".257",".134","20.3","4.6","17.7"
"1952","Reds","1823","5234","5785",".249",".117","10.5","3.5","15.5"
"1974","Royals","1736","5581","6266",".259",".104","14.7","4.8","-45.3"
"1977","Cubs","2198","5604","6286",".266",".121","5.9","3.8","-11.8"
"2013","Braves","2293","5441","6133",".249",".153","25.8","3.7","52.5"
"1960","Cardinals","2126","5187","5806",".254",".139","14.6","4.2","34.9"
"1996","Marlins","2252","5498","6194",".257",".136","20.7","4.3","91.2"
"1918","White Sox","1283","4129","4690",".256",".065","13.1","5.3","-6.5"
"1970","Mets","2064","5443","6275",".249",".120","24.1","4.7","83.5"
"2015","Royals","2263","5575","6116",".269",".144","23.7","5.1","38.7"
"1990","Dodgers","2250","5491","6179",".262",".121","22.5","4.8","18.3"
"1946","Browns","1885","5373","5920",".251",".105","6.2","3.3","-0.3"
"1980","Athletics","1714","5486","6151",".259",".126","27.6","4.9","77.5"
"2005","Astros","2324","5462","6139",".256",".152","18.1","4.7","58.5"
"1977","Cardinals","2228","5527","6136",".270",".118","19.0","5.0","68.7"
"1967","Tigers","2132","5410","6200",".243",".133","33.1","3.8","94.7"
"2010","Cubs","2307","5512","6140",".257",".145","14.4","3.9","29.3"
"2001","Angels","1824","5551","6226",".261",".144","17.8","4.5","22.4"
"1975","White Sox","1649","5490","6243",".255",".103","10.7","4.4","-61.3"
"1947","Browns","1716","5106","5776",".241",".110","4.9","4.2","3.2"
"1980","Expos","2105","5465","6164",".257",".131","23.1","6.2","26.2"
"1932","White Sox","1820","5330","5897",".267",".092","4.1","4.8","4.0"
"1974","Cardinals","2220","5614","6314",".265",".099","23.8","5.2","58.3"
"1969","Giants","2049","5473","6374",".242",".119","25.0","4.1","25.5"
"2003","Padres","2384","5531","6246",".261",".127","22.4","4.0","60.8"
"1974","Cubs","2245","5574","6345",".251",".114","-0.4","4.0","-111.1"
"1984","White Sox","2085","5512","6155",".247",".148","15.4","4.7","-6.6"
"1994","Phillies","1515","3927","4436",".262",".128","7.3","4.8","-3.9"
"1981","Dodgers","1461","3751","4189",".262",".112","16.8","4.2","16.5"
"1956","Phillies","1895","5200","5905",".253",".128","12.4","4.3","2.1"
"1989","Royals","1876","5475","6151",".261",".112","15.4","5.2","-56.4"
"1982","Twins","1658","5544","6115",".257",".138","15.2","3.6","35.2"
"1936","Bees","1659","5470","6033",".265",".091","17.9","3.6","56.4"
"2009","Royals","2247","5532","6103",".259",".146","2.0","5.0","-78.6"
"1989","Mariners","1724","5512","6134",".257",".126","15.9","4.1","-13.7"
"1982","Dodgers","2200","5598","6307",".264",".124","26.4","4.8","24.2"
"1988","Tigers","1797","5433","6153",".250",".128","22.5","4.3","13.7"
"1976","Athletics","1813","5353","6107",".246",".115","22.0","5.8","-37.7"
"1947","Phillies","1844","5252","5824",".258",".094","7.7","4.3","21.3"
"1990","Orioles","1735","5410","6223",".245",".125","21.1","3.9","18.0"
"2001","Braves","2133","5493","6147",".261",".152","21.0","4.0","99.8"
"1995","Pirates","2018","4937","5501",".259",".137","6.9","4.2","-9.3"
"1955","Athletics","2017","5335","5915",".261",".121","7.9","3.2","-11.7"
"2007","Twins","2259","5522","6161",".264",".127","14.1","4.8","-0.4"
"1993","Royals","1723","5522","6101",".263",".134","11.4","4.2","10.2"
"1964","Tigers","1964","5513","6183",".253",".142","23.7","4.5","91.3"
"1916","Phillies","1642","4984","5596",".250",".091","19.4","5.3","25.2"
"1987","Cardinals","2156","5500","6299",".263",".115","22.1","6.2","53.3"
"1928","Red Sox","1828","5135","5757",".264",".097","7.4","5.1","41.6"
"2003","Orioles","2196","5674","6251",".267",".138","15.4","4.3","-21.2"
"1983","Athletics","1942","5516","6188",".262",".119","19.9","5.3","-14.3"
"2004","Mariners","2280","5722","6362",".270",".127","17.3","4.2","26.1"
"1996","Giants","2285","5533","6316",".253",".135","19.0","4.3","71.7"
"1973","White Sox","1819","5474","6134",".256",".116","7.6","4.1","-87.1"
"2005","Dodgers","2351","5433","6134",".253",".142","13.6","3.6","29.0"
"2013","Dodgers","2336","5491","6145",".264",".133","27.8","3.9","58.8"
"1960","Dodgers","1970","5202","5909",".255",".128","18.9","4.6","65.5"
"1985","Cubs","2243","5492","6177",".254",".136","18.2","5.1","12.8"
"1987","Expos","2180","5527","6162",".265",".135","16.1","5.3","25.5"
"1917","Phillies","1614","5084","5725",".248",".090","18.8","5.2","21.8"
"2016","Twins","1873","5618","6245",".251",".171","12.9","4.7","-61.1"
"1999","Marlins","2214","5578","6216",".263",".132","10.8","4.6","44.3"
"1985","Indians","1802","5527","6121",".265",".120","7.5","4.7","-70.0"
"1986","Reds","2192","5534","6243",".254",".134","17.6","5.2","11.5"
"1963","Tigers","1943","5487","6229",".253",".130","23.8","4.4","67.3"
"1997","Cardinals","2187","5524","6212",".255",".141","20.1","5.2","98.6"
"1998","Twins","1838","5641","6263",".266",".123","-4.5","4.6","-122.9"
"1998","Phillies","2166","5617","6300",".264",".131","16.0","4.7","69.6"
"1974","Orioles","1713","5535","6230",".256",".113","26.6","4.7","25.1"
"1974","Expos","2160","5343","6190",".254",".097","20.5","4.6","62.4"
"1983","Expos","2116","5605","6286",".264",".122","29.0","5.1","79.6"
"1964","Cardinals","2009","5610","6181",".272",".120","23.6","4.6","56.5"
"1962","Angels","2152","5499","6255",".250",".130","17.4","3.8","33.2"
"1972","Red Sox","1857","5203","5866",".248",".129","18.6","4.4","-12.5"
"1970","Indians","2154","5463","6124",".249",".145","13.8","2.7","29.7"
"1974","Yankees","1825","5524","6182",".263",".106","21.6","3.7","3.1"
"1945","Browns","1697","5227","5866",".249",".091","13.0","3.4","37.6"
"1969","Braves","2019","5460","6098",".258",".121","25.2","3.5","88.1"
"1962","Pirates","1959","5482","6034",".268",".127","18.0","4.6","48.1"
"1982","Braves","2154","5505","6231",".256",".127","17.9","4.5","3.7"
"2008","Pirates","2340","5628","6278",".258",".145","12.5","4.0","11.3"
"2002","Dodgers","2302","5555","6147",".264",".146","23.7","4.6","73.4"
"2016","Astros","1816","5545","6204",".247",".170","19.8","4.5","-7.3"
"1954","Senators","1820","5249","6005",".246",".108","12.0","4.3","12.0"
"1975","Dodgers","2028","5434","6227",".249",".117","31.4","4.6","120.6"
"2014","Nationals","2265","5542","6216",".253",".140","25.5","4.7","39.5"
"1963","Red Sox","1924","5575","6145",".252",".149","19.6","3.3","59.2"
"1977","Expos","2134","5675","6282",".260",".142","21.0","4.6","61.7"
"1984","Giants","2273","5650","6293",".265",".109","15.5","4.1","-70.2"
"1990","Braves","2130","5504","6084",".250",".146","11.2","4.3","-24.0"
"1948","White Sox","1816","5192","5871",".251",".080","4.3","3.5","18.8"
"1988","Angels","1801","5582","6215",".261",".124","15.4","4.3","-46.9"
"2012","Orioles","2282","5560","6160",".247",".170","12.7","3.7","-37.8"
"1992","Pirates","2253","5527","6269",".255",".126","25.1","5.0","43.0"
"2007","White Sox","2257","5441","6103",".246",".158","2.9","3.8","-55.7"
"2006","Devil Rays","2247","5474","6041",".255",".165","10.3","4.8","-19.0"
"1916","Browns","1814","5150","5981",".245",".063","20.7","5.4","39.9"
"1968","Tigers","2057","5490","6179",".235",".150","34.3","3.4","95.4"
"2002","Royals","2248","5535","6206",".256",".143","7.2","5.1","-35.1"
"2014","Twins","2292","5567","6233",".254",".135","18.1","4.6","-59.1"
"1993","Expos","2314","5493","6233",".257",".129","18.4","5.6","16.8"
"2003","Expos","2275","5437","6116",".258",".143","9.6","4.6","21.3"
"1923","Red Sox","1725","5170","5761",".262",".090","-2.1","4.4","-8.3"
"1992","Braves","2251","5480","6143",".254",".134","25.2","5.1","79.2"
"1986","Cubs","2253","5499","6127",".256",".141","9.9","4.6","-25.5"
"1977","Angels","1864","5410","6113",".255",".130","14.7","4.9","-47.7"
"1936","Dodgers","1936","5574","6068",".272",".080","7.1","4.2","5.8"
"1999","Angels","1797","5494","6132",".256",".139","9.8","3.8","52.6"
"1916","Giants","1667","5148","5681",".253",".090","25.7","6.1","31.7"
"1943","Reds","1730","5329","5911",".256",".085","20.9","4.1","69.8"
"1916","Yankees","1691","5198","5908",".246",".080","21.6","5.5","43.3"
"1942","Tigers","1728","5327","5927",".246",".097","7.1","3.4","22.9"
"2012","Red Sox","2317","5604","6166",".260",".155","19.2","4.2","15.7"
"1960","Tigers","1952","5201","5988",".239",".136","12.1","3.9","40.0"
"1984","Angels","1772","5466","6161",".249",".132","15.1","4.1","-15.9"
"1983","Pirates","2103","5531","6176",".264",".119","18.7","4.3","29.1"
"1981","Rangers","1112","3581","3972",".270",".099","15.6","3.7","22.7"
"1972","Giants","1909","5245","5858",".244",".140","23.1","5.1","28.3"
"1931","Reds","1790","5342","5860",".269",".083","12.3","4.1","46.5"
"1951","Cubs","1925","5307","5862",".250",".114","6.6","4.3","12.5"
"1959","Cubs","1992","5292","5935",".249",".149","19.9","3.8","70.5"
"1985","Dodgers","2192","5487","6208",".261",".122","28.5","4.6","52.2"
"1993","Brewers","1795","5525","6222",".258",".120","10.9","4.3","5.6"
"1989","Cubs","2172","5513","6141",".261",".126","20.4","5.1","29.8"
"1989","Brewers","1667","5473","6085",".259",".124","13.7","5.1","-56.4"
"1996","Cubs","2332","5531","6229",".251",".150","21.7","4.5","130.6"
"1960","Reds","2020","5288","5939",".250",".138","16.8","4.3","30.4"
"2001","Tigers","1841","5537","6145",".260",".150","11.3","5.6","-52.0"
"1992","Cardinals","2090","5594","6230",".262",".113","23.0","5.1","34.9"
