"Season","Team","W","L","SV","G","GS","IP","R","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR"
"1927","Yankees","110","44","20","264","155","1389.2","599","2.79","2.65","0.27",".275","69.5 %","","","3.20","3.72","","17.0"
"1965","Giants","95","67","42","425","163","1465.1","593","6.51","2.51","0.84",".267","74.6 %","","","3.20","3.20","","18.7"
"1953","Yankees","99","52","38","327","151","1358.1","547","4.00","3.31","0.62",".265","75.4 %","","","3.20","3.78","","12.7"
"1943","White Sox","82","72","19","264","155","1400.1","594","3.06","3.22","0.35",".266","71.4 %","","","3.20","3.38","","11.2"
"1917","Browns","57","97","12","298","155","1385.1","675","2.79","3.49","0.12",".274","65.3 %","","","3.20","3.06","","5.8"
"2011","Giants","86","76","52","642","162","1468.0","578","8.07","3.43","0.59",".283","74.4 %","46.4 %","6.9 %","3.21","3.33","3.66","20.5"
"1976","Royals","90","72","35","410","162","1472.1","611","4.49","3.01","0.51",".266","71.9 %","","","3.21","3.43","","15.0"
"1972","Reds","95","59","60","393","154","1412.2","557","5.13","2.77","0.82",".265","76.3 %","","","3.21","3.41","","9.2"
"1958","Braves","92","62","17","303","154","1376.0","541","5.06","2.79","0.82",".261","76.2 %","","","3.21","3.52","","15.4"
"1967","Dodgers","73","89","24","391","162","1473.0","595","5.91","2.40","0.57",".286","73.0 %","","","3.21","2.92","","15.8"
"1923","Reds","91","63","9","251","154","1391.1","629","2.91","2.32","0.18",".286","67.6 %","","","3.21","3.39","","20.7"
"1946","Tigers","92","62","15","256","155","1402.0","567","5.75","3.19","0.62",".270","73.9 %","","","3.22","3.09","","23.0"
"1972","Cubs","85","70","32","353","156","1398.2","567","5.30","2.71","0.72",".273","74.8 %","","","3.22","3.24","","21.5"
"1961","Orioles","95","67","33","331","163","1471.1","588","5.66","3.77","0.67",".250","74.7 %","","","3.22","3.60","","19.2"
"1958","Yankees","92","62","33","339","155","1379.0","577","5.20","3.64","0.76",".253","74.7 %","","","3.22","3.72","","12.2"
"1937","Bees","79","73","10","255","152","1359.1","556","2.56","2.46","0.40",".266","71.3 %","","","3.22","3.89","","9.7"
"1977","Dodgers","98","64","39","400","162","1475.1","582","5.67","2.67","0.73",".277","75.5 %","","","3.22","3.48","","23.1"
"2014","Athletics","88","74","31","603","162","1463.1","572","7.65","2.50","0.90",".272","75.9 %","45.6 %","10.0 %","3.22","3.67","3.60","15.4"
"1918","Athletics","52","76","9","197","130","1156.0","544","2.16","3.78","0.10",".272","67.3 %","","","3.22","3.25","","6.2"
"1948","Indians","97","58","30","352","156","1409.1","567","3.79","3.99","0.52",".252","74.5 %","","","3.22","3.94","","13.7"
"2015","Pirates","98","64","54","662","162","1489.2","596","8.08","2.74","0.66",".302","75.0 %","50.4 %","9.4 %","3.23","3.36","3.56","21.6"
"1966","Indians","81","81","28","388","162","1467.1","586","6.81","3.00","0.79",".264","74.6 %","","","3.23","3.24","","21.0"
"1971","Padres","61","100","17","398","161","1438.0","610","5.78","3.50","0.58",".278","73.5 %","","","3.23","3.23","","14.1"
"1969","Yankees","80","81","20","361","162","1440.2","587","5.00","3.26","0.74",".252","74.2 %","","","3.23","3.59","","14.9"
"1919","Cardinals","54","83","8","275","138","1217.1","552","3.06","3.07","0.18",".268","67.2 %","","","3.23","3.22","","6.5"
"1970","Twins","98","64","58","431","162","1448.1","605","5.84","3.02","0.81",".268","74.7 %","","","3.23","3.59","","21.5"
"1955","Yankees","96","58","33","344","154","1372.1","569","4.80","4.51","0.71",".247","75.9 %","","","3.23","3.90","","9.9"
"1971","Dodgers","89","73","33","349","162","1449.2","587","5.30","2.48","0.68",".272","73.4 %","","","3.23","3.13","","15.9"
"1966","Giants","93","68","27","411","161","1476.2","626","5.93","2.19","0.85",".268","72.6 %","","","3.24","3.27","","19.1"
"1972","Royals","76","78","29","396","154","1381.1","545","5.22","2.64","0.55",".276","73.5 %","","","3.24","2.98","","17.5"
"1945","Cardinals","95","59","9","311","155","1408.2","582","3.26","3.18","0.45",".264","72.8 %","","","3.24","3.58","","16.1"
"1967","Yankees","72","90","27","414","163","1480.2","621","5.46","2.92","0.67",".271","73.2 %","","","3.24","3.34","","12.4"
"1943","Cubs","74","79","14","314","154","1386.0","598","3.33","2.56","0.34",".272","69.5 %","","","3.24","3.06","","16.2"
"1946","Cubs","82","71","11","342","155","1393.0","580","3.93","3.40","0.37",".274","72.8 %","","","3.24","3.23","","15.5"
"1943","Braves","68","85","4","252","153","1397.2","609","2.63","2.83","0.42",".261","70.2 %","","","3.25","3.43","","12.3"
"1967","Indians","75","87","27","398","162","1477.2","613","7.24","3.40","0.73",".268","73.5 %","","","3.25","3.19","","17.0"
"1970","Yankees","93","69","49","402","163","1471.2","612","4.75","2.76","0.80",".264","74.4 %","","","3.25","3.70","","15.0"
"1928","Robins","77","76","15","296","155","1396.0","639","3.55","3.02","0.38",".271","69.0 %","","","3.25","3.73","","18.5"
"1992","Expos","87","75","49","511","162","1467.2","581","6.22","3.22","0.56",".270","74.0 %","","","3.25","3.39","","15.3"
"1971","Royals","85","76","44","425","161","1420.1","566","4.91","3.14","0.53",".268","73.9 %","","","3.25","3.25","","19.1"
"1969","Twins","97","65","43","464","162","1497.2","618","5.44","3.15","0.72",".270","74.7 %","","","3.25","3.46","","21.7"
"2013","Dodgers","92","70","46","666","162","1450.1","582","8.02","2.85","0.79",".291","75.5 %","47.1 %","9.9 %","3.25","3.45","3.52","20.1"
"1952","White Sox","81","73","28","346","156","1416.2","568","4.92","3.67","0.55",".259","74.1 %","","","3.25","3.35","","18.5"
"1998","Braves","106","56","45","516","162","1438.2","581","7.71","2.92","0.73",".285","74.4 %","","","3.25","3.53","","27.0"
"1973","Cardinals","81","81","36","426","162","1460.2","603","5.34","2.99","0.65",".271","73.7 %","","","3.25","3.37","","19.9"
"1926","Cubs","82","72","14","269","155","1378.1","602","3.32","3.17","0.25",".286","70.8 %","","","3.26","3.68","","15.1"
"1944","Athletics","72","82","14","262","155","1397.1","594","3.44","2.51","0.37",".266","69.6 %","","","3.26","3.22","","17.6"
"1935","Cubs","100","54","14","272","154","1394.1","596","3.80","2.58","0.55",".278","72.2 %","","","3.26","3.91","","15.1"
"1968","Astros","72","90","23","405","162","1446.2","588","6.35","2.98","0.42",".286","72.3 %","","","3.26","2.65","","16.6"
"1969","Giants","90","72","17","336","162","1473.2","636","5.53","2.82","0.73",".270","72.6 %","","","3.26","3.35","","16.6"
"1954","Yankees","103","51","37","337","155","1379.1","563","4.27","3.60","0.56",".266","74.6 %","","","3.26","3.52","","14.3"
"1980","Dodgers","92","71","42","429","163","1472.2","591","5.10","2.93","0.64",".267","73.9 %","","","3.26","3.55","","15.6"
"1963","Braves","84","78","25","425","163","1471.2","603","5.65","2.99","0.91",".260","75.8 %","","","3.27","3.59","","7.3"
"1920","Cubs","75","79","9","247","154","1388.2","635","3.29","2.48","0.24",".290","67.9 %","","","3.27","3.24","","14.1"
"1973","Mets","82","79","40","355","161","1465.0","588","6.31","3.01","0.78",".273","75.6 %","","","3.27","3.34","","19.0"
"1976","Athletics","87","74","29","394","161","1459.1","598","4.38","2.56","0.59",".271","73.1 %","","","3.27","3.43","","17.9"
"1917","Athletics","55","98","8","249","154","1365.2","688","3.40","3.70","0.15",".274","64.8 %","","","3.27","3.01","","11.1"
"1924","Pirates","90","63","5","258","153","1382.0","582","2.37","2.10","0.27",".273","68.8 %","","","3.27","3.66","","20.0"
"1939","Reds","97","57","9","299","156","1403.2","595","4.08","3.20","0.52",".269","72.5 %","","","3.27","3.94","","14.2"
"1972","Mets","83","73","41","363","156","1414.2","578","6.74","3.09","0.75",".272","74.4 %","","","3.27","3.08","","17.3"
"1933","Pirates","87","67","12","298","154","1373.1","619","2.63","2.05","0.35",".272","67.6 %","","","3.27","3.46","","15.5"
"2014","Padres","77","85","41","643","162","1438.2","577","8.03","2.89","0.73",".289","74.9 %","45.2 %","8.6 %","3.27","3.46","3.57","16.5"
"2013","Pirates","94","68","55","627","162","1470.2","577","7.72","3.15","0.62",".285","75.0 %","52.5 %","8.9 %","3.27","3.42","3.58","17.9"
"1979","Orioles","102","57","30","326","159","1434.1","582","4.93","2.93","0.83",".255","74.9 %","","","3.28","3.85","","19.1"
"1982","Dodgers","88","74","28","457","162","1488.1","612","5.64","2.83","0.49",".272","71.2 %","","","3.28","3.16","","22.0"
"1963","Twins","91","70","30","395","161","1446.1","602","5.86","2.86","1.01",".260","76.2 %","","","3.28","3.64","","16.3"
"1988","Padres","83","78","39","399","161","1449.0","583","5.50","2.73","0.70",".270","73.9 %","","","3.28","3.50","","16.0"
"1989","Angels","91","71","38","413","162","1454.1","578","5.55","2.88","0.70",".278","75.6 %","","","3.28","3.56","","20.1"
"1965","Yankees","77","85","31","414","162","1459.2","604","6.17","3.15","0.78",".272","74.8 %","","","3.28","3.38","","16.6"
"1981","Giants","56","55","33","322","111","1009.1","414","5.00","3.50","0.51",".279","74.4 %","","","3.28","3.46","","7.4"
"1978","Padres","84","78","55","427","162","1433.2","598","4.67","3.03","0.46",".279","72.2 %","","","3.28","3.25","","17.6"
"1974","Orioles","91","71","25","347","162","1474.0","612","4.28","2.93","0.62",".268","73.2 %","","","3.28","3.55","","16.7"
"1973","Athletics","94","68","41","365","162","1457.1","615","4.92","3.05","0.88",".255","74.6 %","","","3.29","3.83","","9.6"
"1975","Yankees","83","77","20","307","160","1424.0","588","5.11","3.17","0.66",".271","74.0 %","","","3.29","3.50","","19.5"
"1959","White Sox","94","60","36","398","156","1425.1","588","4.81","3.32","0.81",".255","75.6 %","","","3.29","3.82","","13.9"
"1975","Athletics","98","64","44","407","162","1448.0","606","4.87","3.25","0.63",".254","72.5 %","","","3.29","3.58","","19.2"
"1963","Reds","86","76","36","344","162","1439.2","594","6.55","2.66","0.73",".274","73.2 %","","","3.29","3.05","","21.1"
"1981","Expos","60","48","23","291","108","975.0","394","4.80","2.47","0.54",".268","71.7 %","","","3.30","3.19","","12.5"
"1965","Indians","87","75","41","444","162","1458.1","613","7.13","3.09","0.80",".266","73.0 %","","","3.30","3.17","","21.7"
"1953","Braves","92","62","15","316","157","1387.0","589","4.79","3.50","0.69",".264","74.1 %","","","3.30","3.74","","16.7"
"1989","Mets","87","75","38","436","162","1454.1","595","6.86","3.29","0.71",".265","73.8 %","","","3.30","3.42","","16.7"
"1981","Athletics","64","45","10","221","109","993.0","403","4.58","3.35","0.73",".252","75.1 %","","","3.30","3.83","","8.6"
"1970","Athletics","89","73","40","471","162","1442.2","593","5.35","3.38","0.84",".251","75.3 %","","","3.30","3.85","","12.2"
"1931","Giants","87","65","12","258","153","1360.2","595","3.77","2.79","0.47",".271","70.6 %","","","3.30","3.93","","12.9"
"1978","Giants","89","73","29","401","162","1455.0","594","5.20","2.80","0.52",".276","72.5 %","","","3.30","3.16","","19.3"
"1919","Tigers","80","60","4","214","140","1256.0","577","3.07","3.12","0.25",".287","68.6 %","","","3.30","3.30","","9.5"
"1989","Giants","92","70","47","480","162","1457.0","600","4.95","2.91","0.74",".260","73.8 %","","","3.30","3.75","","10.1"
"1985","Blue Jays","99","62","47","477","161","1448.0","588","5.12","3.01","0.91",".258","76.4 %","","","3.31","3.92","","17.0"
"1919","Red Sox","66","71","8","204","138","1224.1","567","2.80","3.09","0.12",".295","67.5 %","","","3.31","3.13","","10.4"
"1971","Pirates","97","65","48","391","162","1461.0","599","5.01","2.90","0.67",".278","74.8 %","","","3.31","3.33","","13.2"
"1984","Expos","78","83","48","433","161","1431.0","585","5.42","2.98","0.72",".272","74.5 %","","","3.31","3.64","","13.2"
"1939","Yankees","106","45","26","245","152","1348.2","556","3.77","3.78","0.57",".252","73.8 %","","","3.31","4.24","","14.6"
"1945","Indians","73","72","12","263","147","1302.1","548","3.43","3.46","0.27",".273","71.6 %","","","3.31","3.37","","11.1"
"1942","Giants","85","66","13","307","154","1370.0","601","3.26","3.24","0.62",".256","72.0 %","","","3.31","3.69","","10.7"
"1983","Rangers","77","85","32","353","163","1466.2","609","5.07","2.89","0.60",".276","73.2 %","","","3.31","3.53","","22.1"
"1976","Orioles","88","74","23","333","162","1468.2","598","4.15","3.00","0.49",".270","72.9 %","","","3.32","3.46","","13.9"
"1920","Yankees","95","59","11","247","154","1368.0","631","3.16","2.76","0.32",".277","68.6 %","","","3.32","3.48","","15.7"
"1967","Tigers","91","71","40","417","163","1443.2","587","6.47","2.94","0.94",".253","75.4 %","","","3.32","3.52","","12.7"
"1952","Indians","93","61","18","298","155","1407.0","606","4.29","3.56","0.60",".256","72.5 %","","","3.32","3.54","","13.1"
"1966","Orioles","97","63","51","413","160","1466.1","601","6.57","3.15","0.78",".263","74.1 %","","","3.32","3.33","","17.5"
"1969","Tigers","90","72","28","413","162","1455.1","601","6.38","3.62","0.79",".259","75.1 %","","","3.32","3.51","","19.9"
"1974","Yankees","89","73","24","344","162","1455.1","623","5.13","3.27","0.64",".279","73.7 %","","","3.32","3.52","","17.9"
"1963","Cardinals","93","69","32","405","162","1463.1","628","6.02","2.85","0.76",".267","72.7 %","","","3.32","3.29","","19.7"
"1967","Orioles","76","85","36","409","161","1457.1","592","6.39","3.50","0.72",".257","74.0 %","","","3.32","3.38","","12.2"
"1956","Indians","88","66","24","337","155","1384.0","581","5.49","3.67","0.75",".258","74.9 %","","","3.32","3.52","","22.1"
"1982","Expos","86","76","43","412","162","1460.2","616","5.77","2.76","0.68",".276","72.6 %","","","3.33","3.38","","18.8"
"1984","Astros","80","82","29","474","162","1449.1","630","5.90","3.12","0.57",".280","71.1 %","","","3.33","3.35","","13.5"
"1978","Phillies","90","72","29","396","162","1436.1","586","5.09","2.46","0.74",".270","73.6 %","","","3.33","3.39","","17.5"
"1968","Red Sox","86","76","31","387","162","1447.0","611","6.05","3.25","0.72",".269","73.8 %","","","3.33","3.26","","17.0"
"1971","Giants","90","72","30","414","162","1454.2","644","5.14","2.91","0.79",".258","71.8 %","","","3.33","3.49","","12.2"
"2012","Nationals","98","64","51","644","162","1468.1","594","8.12","3.05","0.79",".282","75.1 %","46.3 %","9.2 %","3.34","3.54","3.80","19.3"
"1973","Yankees","80","82","39","305","162","1427.2","610","4.46","2.88","0.69",".270","73.2 %","","","3.34","3.58","","15.7"
"1969","Cubs","92","70","27","408","163","1454.1","611","6.29","2.94","0.73",".280","73.9 %","","","3.34","3.20","","24.7"
"2012","Reds","97","65","56","587","162","1453.0","588","7.73","2.64","0.94",".288","76.9 %","45.9 %","10.7 %","3.34","3.72","3.80","20.9"
"1963","Giants","88","74","30","409","162","1469.0","641","5.84","2.84","0.77",".271","72.7 %","","","3.35","3.31","","13.8"
"1957","White Sox","90","64","27","355","155","1401.2","566","4.27","3.02","0.80",".259","75.9 %","","","3.35","3.72","","14.6"
"1988","Reds","87","74","43","504","161","1455.0","596","5.78","3.12","0.75",".260","73.9 %","","","3.35","3.66","","13.8"
"1983","Phillies","90","72","41","463","163","1461.2","635","6.72","2.86","0.68",".294","72.8 %","","","3.35","3.25","","23.8"
"1992","Pirates","96","66","43","516","162","1479.2","595","5.13","2.77","0.61",".277","74.1 %","","","3.35","3.51","","12.1"
"1957","Dodgers","84","70","29","358","154","1399.0","591","5.73","2.93","0.93",".264","75.1 %","","","3.35","3.55","","20.5"
"2012","Dodgers","86","76","40","668","162","1449.2","597","7.92","3.35","0.76",".283","74.8 %","45.5 %","8.9 %","3.35","3.64","3.93","19.5"
"1965","Tigers","89","73","31","402","162","1455.0","602","6.61","3.15","0.85",".264","75.1 %","","","3.35","3.42","","17.7"
"1971","Reds","79","83","38","417","162","1444.0","581","4.67","3.12","0.70",".258","74.6 %","","","3.35","3.52","","8.7"
"1949","Indians","89","65","19","322","154","1383.2","574","3.86","3.97","0.53",".261","74.3 %","","","3.36","3.78","","16.8"
"1976","Angels","76","86","17","339","162","1477.1","631","6.04","3.37","0.58",".272","72.0 %","","","3.36","3.33","","16.9"
"1927","Robins","65","88","10","285","154","1375.1","625","3.76","2.74","0.41",".276","69.1 %","","","3.36","3.75","","15.2"
"1924","Senators","92","62","25","284","156","1383.0","614","3.05","3.29","0.22",".267","69.1 %","","","3.36","3.87","","14.2"
"1986","Giants","83","79","35","508","162","1460.1","618","6.11","3.64","0.75",".262","73.8 %","","","3.36","3.76","","13.5"
"1967","Red Sox","92","70","44","416","162","1459.1","614","6.23","2.94","0.88",".263","74.6 %","","","3.36","3.50","","16.8"
"1968","Phillies","76","86","27","389","162","1448.1","615","5.81","2.62","0.57",".289","72.2 %","","","3.36","2.87","","12.9"
"1928","Athletics","98","55","16","256","153","1367.2","615","3.99","2.79","0.43",".271","69.3 %","","","3.36","3.62","","19.3"
"2015","Cubs","97","65","48","714","162","1461.1","608","8.81","2.51","0.83",".287","72.7 %","46.6 %","10.7 %","3.36","3.30","3.37","24.0"
"1964","Phillies","92","70","41","435","162","1461.0","632","6.22","2.71","0.79",".281","73.6 %","","","3.36","3.38","","13.0"
"1990","Expos","85","77","50","503","162","1473.1","598","6.05","3.12","0.78",".271","75.6 %","","","3.37","3.70","","14.5"
"1975","Reds","108","54","50","439","162","1459.0","586","4.09","3.00","0.69",".269","75.9 %","","","3.37","3.74","","11.9"
"1989","Cardinals","86","76","43","521","164","1461.0","608","5.20","2.97","0.52",".268","71.6 %","","","3.37","3.41","","16.4"
"1976","Pirates","92","70","35","399","162","1466.1","630","4.68","2.82","0.58",".272","71.6 %","","","3.37","3.41","","15.7"
"1925","Reds","80","73","12","256","153","1375.1","643","2.86","2.12","0.23",".284","66.2 %","","","3.37","3.58","","21.5"
"1955","White Sox","91","63","23","357","155","1378.0","557","4.70","3.25","0.72",".266","75.9 %","","","3.37","3.50","","20.4"
"1938","Cubs","89","63","18","302","154","1396.2","598","3.76","2.93","0.46",".279","72.1 %","","","3.37","3.76","","17.6"
